tweet,sentiment
el gpp del senado cree que rajoy mantendra su presencia en una sesion de control al mes en la camara alta como hacia zp.,1
dedos como porras,-1
"ruiz mateos no acude al juzgado, igual esta buscando el disfraz adecuado para la ocasion.",1
"eso de que el aire de madrid esta limpio no me lo dice usted en la calle, y suelteme de la solapa, haga el favor.",1
"seguimos trabajando, ahora se han incorporado a la reunion empresarios e instituciones de canarias y baleares.",-1
el seor obispo y la fornicacion continua. twurl,-1
un antibiotico podria acabar con una enfermedad olvidada twurl,2
se busca persona amable y cariosa que se haga cargo de un boxer de  aos. su dueo acaba de fallecer y no (cont) twurl,0
aqui os dejamos la entrevista a rubalcaba de esta maana en el programa de ana rosa quintana de telecinco twurl,-1
el bce mantiene los tipos al % twurl,-1
"me corrijo: segun el obispo, lo continuo es la incitacion, no la fornicacion. que descanso.",-1
el que recuerda se equivoca. deforma la realidad caballero bonald,2
el banco central europeo mantiene los tipos de interes en el % (efe),-1
entrevistas en palma de mallorca!!;) twurl,1
cruz roja suspende la entrega de alimentos a somalia  twurl,-1
en periodistas : un sistema para la television inteligente twurl,1
la situacion se deteriora a ojos vista: los impagos de la generalitat ponen al filo del cierre a colegios valencianos  twurl,2
"por su ejemplo, su labor como el mejor ministro del interior,por sus ideas y el haber dado la cara en el peor momento twurl",2
santiago gonzalez:  twurl y si que fue un cruce frio! lo vi y doy fe!,-1
no se si ir a comer o tirarme al aperitivismo directamente.. twurl,-1
"hoy, h, se entregan los galardonesreconocimientos afrosocialistas  organizado por grupo federal afrosocialista twurl",-1
lo que mas me gusta del viaje de ulises en la odisea al mundo de los muertos es que estos le preguntan por el de los vivos y no al reves.,2
"toda la renovacion del sistema informatica del ayuntamiento, que incluye intranet,  canales tematicos del nuevo portal (con +  gb datos)",1
"la implantacion de la sede electronica, policia municipal, bomberos y demas servicios municipales salio a concurso en .",-1
"el presupuesto de licitacion fue de . , pero el importe total fue finalmente de ., . la jcyl subvenciono el % del proyecto",2
me encanta esta cancion.. pequea parada de  minutos para comer mientras oigo a sade - feel no pain  twurl,1
para que busca lider el psoe si ya tiene a marcelino iglesias con autoridad para prohibir debates que tanto desean rubalcaba y chacon?,-1
me voy a dar un paseito con este solazo y buen dia que hace hoy!!estoy feliz!!,1
":  una noche en el teatro real, disponible a partir del proximo  de enero en usa! twurl",1
lo que paso con mi tuit me parece tan desproporcionado como el deficit y la plantilla de canal twurl,2
llamadme rara pero no entiendo que el gobierno gaste . en un estudio sobre el uso de smartphones por adolescentes twurl,2
basagoiti (pp) se ha reunido con amaiur y aun no ha sido tildado de proetarra. permanecemos a la espera.,2
no es peligrosa esta concesion semantica? basagoiti reconoce un 'conflicto politico' entre 'identidades' en euskadi twurl,2
"la prevision es que, una vez mas, la comunidad de madrid cumpla con el objetivo de deficit",0
algun entendido o entendida en ruedas que me diga donde puedo comprarla muy barata la que me han robado..?,-1
la nota de prensa del ataque de los piratas parece la de un pais normal.lo celebro.buena respuesta del patio al ataque.sin medias tintas,2
"bancos que obtienen creditos al % del bce compran .mill de deuda espaola a un interes medio del ,%. especulacion propiciada por ue.",2
"y esto sin contar orbyt el diario el mundo ha subido un ,% sus ventas en el ultimo trimestre de  twurl",-1
la columna de rosa montero de la que hablamos es esta: twurl,-1
"bueno, pues la de junta de andalucia anuncia ahora que en lugar del parque de los cuentos va a crear un instituto del patriminio mundial..",1
: caballero bonald: estamos en un momento de alarma twurl,-1
"y digo yo, con la que esta cayendo, es necesario crear un organismo mas por parte de la junta de andalucia?",2
celebrando con mi gente el premio espiga de oro a nuestros jamones. twurl twurl,1
no y aun sigue medrando..la junta sigue estudiando la solicitud de reingreso de guerrero como funcionario twurl,2
"un nuevo paquete de estimulo,produciria crecimiento?china daily chongqing / beijing -  twurl",1
"siempre hay una oportunidad para los emprendedores, twurl",1
rajoy se reunira con merkel el  de enero. justo antes del consejo europeo,-1
"debate en esade,sobre la idea de justicia global..rawls frente amartya sen.justicia internacional (estados),frente a global (ciudadanos)",-1
ya no se puede ser first lady sin ser tuitera. michelle obama entra en twitter twurl,-1
a punto de empezar la reunion para abordar temas especificos de conectividad.,-1
un liberal tiene que someter su conducta a la tolerancia de los demas criterios y debe estar siempre dispuesto a convivir con lo que no le gusta.,2
"un liberal no sabe hacia donde marcha la humanidad y no se propone, por lo tanto, guiarla a sitio alguno",2
bravo (cgpj) plantea reformar la lecrim para evitar filtraciones de sumarios secretos twurl,1
el cgpj vuelve a reclamar un pacto de estado porque la modernizacion de la justicia es inaplazable  twurl,2
esto solo lo puedes leer en que! twurl,-1
foto casera con barba.. ! twurl,-1
"enero internacional de rajoy. sarkozy en madrid el , rabat el , humala el , merkel en berlin el  y el  consejo europeo en bruselas",-1
"para frenar la contaminacion, hacen falta medidas concretas. el anticiclon no vale como justificacion de los malos datos..",2
la familia dividida.. barba si o barba no..,2
angel luna presentando a rbcb:  la innovacion no es cuestion de edad sino de inteligencia.,1
miradle. twurl,-1
"la verdad es que en casa me dicen que pincho, asi que la quitare, pero queria mandaros una foto con ellaun abrazo!!",1
me voy a jugar un padel !! hasta luego!!,1
la verdad es el instrumento de comunicacion polituca mas potente,1
"gracias por vuestras reflexiones hoy, tomo nota de todas. disculpad que no haya podido contestar a todos personalmente twurl",1
"rbcbenvalencia nos van a medir por la capacidad que tengamos de aportar soluciones a la crisis, hay una tarea urgente, tenemos que estar ahi",-1
"se habla aqui, en valencua, entre lis militanres, de la sistematuca campaa de elmundo contra rubalcaba. haga lo que haga, diga lo que duga.",2
google + retira el boton incoming twurl,2
ni para de guindos ni para montoro: el gobierno controlara solo presupuestos de cc aa que requieran ayuda por falta de liquidez,2
el obispo de cordoba acusa a los medios y escuelas de incitar a la fornicacion twurl,2
"al tiempo que vence plazo para la negociacion colectiva, el consejo de ministros estudiara maana un informe de la reforma laboral",2
la adiccion a internet cambia el cerebro.. twurl,-1
"geniales los nuevos personajes de polnia (tv), de guindos y montoro. twurl",1
un imputado dice que todos lis empleados e imputados de emarsa eran del pp twurl y de esto no habla canal?,2
"revision de la politica antiterrorista dl psoe: gobierno aleja de la carcel laboratorio de villabona al asesino de buesa, segun ep",2
nuevo presidente parlamento europeo.martin schultz un socialdemocrata aleman  con ganas de hacese sentir. spiegel.. twurl,1
"muy bueno: escrito hace  aos, pero muy bueno y actual. (aunque le pese a rajoy). porque hay tanta corrupcion en espaa? twurl",1
"gonzalez pons, : subir impuestos es un hachazo a la medula espinal de la clase media espaola. dentro video. twurl",2
calendario  twurl,-1
la alcaldesa de aviles apuesta por rubalcaba como secretario general del psoe por su credibilidad y trayectoria twurl,-1
siento errores de dedo y teclado: sin gafas y en pleno acto de alfredo! perdoon..,2
"el alcalde de toledo, garcia-page, anuncia una tercera alternativa al congreso del psoe. la sombra de bono planea sobre los candidatos.",-1
"la agenda internacional del presidente despega. marruecos, berlin en",-1
"arranca la agenda internacional del presidente. el  marruecos, el  berlin,  dias antes del consejo europeo.",-1
visitan espaa: el lunes sarkozy. martes van rompuy. el  el presidente de peru.,-1
twlaugh. ya se nota?. ojala.. yo voy a hacerlo con toda la pasion del mundo pero luego vosotr(cont) twurl,1
"pues para finales de  creo, pero os ire dando pequeos regalillos.. twlaugh. y ya no puedo (cont) twurl",1
"el sabado los ministros de exteriores y fomento firman en arabia saudi el suculento contrato del tav entre medina y la meca, gran noticia",1
bueno os dejo.. el deber me llama.. hace una tarde maravillosa a ver si logro meterla en un suspiro. ;),1
"bueno lo dicho, a fundir en un perfume menta y canela.",-1
el mejor musical espaol en cartel esta de celebracion! twurl,1
", millones de euros presto bce al % a  aos..  devolver creditos antiguos bce y . redepositados bce.familias&empresas?",2
"vaya, patxi lopez tambien se suma al tren de que no hay otra salida que el recargo en los impuestos",2
vale .. no puedo mas!! ,-1
en el descanso de la funcion!! twurl,-1
"cerrando por aqui, que hoy ha sido un dia muy duro",2
"the rat pack, se lo tenian que pasar muy bien. twurl",1
gracias por a todos por vuestro cario y amistad en estos momentos duros. un abrazo,1
la inteligencia es la habilidad de adaptarse a los cambios. stephen hawking,1
 dias sin datos el movil. no puedo mas!,2
antonio quero.sera solo un rumor o pronto habremos aprendido todos su nombre? su curriculum me ha resultado muy interesante.,1
experiencia es el nombre que damos a nuestras equivocaciones oscar wilde,1
obus: antes nos llamaban delincuentes y ahora viste asi hasta mi padre. larga vida al rock&roll! twurl,-1
vamos a ver que tal . de momento interesante y muy rapida (watching sherlock) twurl,1
ppsoe nos distraen con que si se oculto o no el deficit culpando a ccaa. cortina de humo para ocultar su acuerdo de regalos fiscales a ricos.,2
me gustaria recibir un sms firmado por sh y tener su capacidad de observacion y analisis,1
buenas noches..!;-),1
por cierto en que canal juegan el osasuna- bara??,-1
gracias hasta maana!!;-),1
adoro esta cancion ..nina simone &amp;quot;feelings&amp;quot; (montreux jazz festival)  twurl,1
"felipe, aznar, zp y ahora rajoy. todos, su primer viaje fuera, a marruecos. bien, pero hay alguna razon que no nos hayan explicado?",1
"este programa era muy bueno, date el bote los mejores momentos twurl",1
"se habran quedado a gusto los del bara, tienen clasico para rato. ya que ni osasuna ni la real estan en la copa, seguiremos al madrid..",1
ya estamos en cuartos de la copa pero tristes por la lesion del andreu fonts. muchos animos fonti!!ja estem.. twurl,1
"portada de 'publico', viernes. la banca hace negocio con nuestra deuda; crecen en el psoe las voces que piden debate. twurl",2
"hola, buenas noches. esta es la portada de hoy, viernes  de enero twurl",1
"la banca coge dinero del bce al % y compra deuda al ,%. negocio redondo. sin arriesgar un euro en dar creditos. twurl",2
reproducimos en el pais mails que revelan el interes por los negocios privados de urdangarin despues de dejar noos. twurl,2
gran partido y ya estamos en cuartoss!,1
curiosa (o no) la prisa de algunos por adjudicar el exito de la subasta de deuda a la 'confianza en los ajustes' de rajoy.,2
"preocupacion en las cuecas porque a la  reduccion de la mineria  y los recortes de  presupuestos, se incumplan las medidas de reactivacion.",2
buenas noches. maana despedimos al amigo y compaero bujan. creyo y trabajo por la justicia como servicio publico y no como poder.,1
me retiro que aqui hay mujeres demasiado hermosas hablando de cosas demasiado serias.,-1
multan a un nio de  aos por chocar su moto de juguete en ciudad juarez.via efe. la gente es idiota,2
"curiosidad del insomne: que diarios, revistas, teles y escuelas visita el obispo de cordoba para sentir que le 'incitan a la fornicacion?",2
gracias a todos en mexico por hacer el nuevo tema naked con dev #  en itunes!twurl,1
zardari sale de pakistan en medio del ruido de sables@el_pais,2
